Uni_samp,SiteName,WBID,IR_WBID,Latitude,Longitude,Mod_Ecoregion,Date,Year,Month,Season,Habitat_Type,SAMPLEID,PCID,Cycle,Taxa_Richness,Modified_HBI,EPT_perc,EPT_Taxa,Dom_2_Taxa,Shannon_Weaver,Taxa_Richness_Score,Mod_HBI_Score,EPT_perc_Score,EPT_Taxa_Score,Dom2_Taxa_Score,Shannon_Weaver_Score,Score,Percent_Reference,Task
57640 Riffle,Deep Fork River: Rocky Shoals,OK520700-01-0120C,OK520700010120_00,35.5781944,-95.9943888,Cross Timbers,2/16/2017,2017,2,Winter,Riffle,57640,OK520700-01-0120C_4,4,15,5.394214876,0.131868132,5,0.504132231,1.963401253,6,6,2,4,0,2,20.50413223,0.78862047,Blue Thumb
58815 Riffle,Deep Fork River: Rocky Shoals,OK520700-01-0120C,OK520700010120_00,35.5781944,-95.9943888,Cross Timbers,1/25/2018,2018,1,Winter,Riffle,58815,OK520700-01-0120C_4,4,17,5.084057971,0.450381679,9,0.456521739,2.331309293,6,6,6,6,0,2,26.45652174,1.0,Blue Thumb
23854 Riffle,Deep Fork River: Wilshire (Site # 110),OK520710-02-0075M,OK520710020075_00,35.55114167,-97.459,Cross Timbers,7/20/2001,2001,7,Summer,Riffle,23854,OK520710-02-0075M_1,1,13,6.286956522,0.096774194,4,0.582608696,1.788450615,4,4,0,0,0,2,10.5826087,0.407023411,Blue Thumb
26316 Riffle,Deep Fork River: Wilshire (Site # 110),OK520710-02-0075M,OK520710020075_00,35.55114167,-97.459,Cross Timbers,1/17/2002,2002,1,Winter,Riffle,26316,OK520710-02-0075M_1,1,9,6.488372093,0.085271318,1,0.736434109,1.259524115,2,4,0,0,0,0,6.736434109,0.25909362,Blue Thumb
26354 Riffle,Deep Fork River: Wilshire (Site # 110),OK520710-02-0075M,OK520710020075_00,35.55114167,-97.459,Cross Timbers,7/19/2002,2002,7,Summer,Riffle,26354,OK520710-02-0075M_1,1,10,6.6640625,0.023809524,2,0.609375,1.733154716,2,4,0,0,0,2,8.609375,0.331129808,Blue Thumb
28828 Riffle,Deep Fork River: Wilshire (Site # 110),OK520710-02-0075M,OK520710020075_00,35.55114167,-97.459,Cross Timbers,2/4/2003,2003,2,Winter,Riffle,28828,OK520710-02-0075M_1,1,5,5.820754717,0.0,0,0.943396226,0.537757843,0,6,0,0,0,0,6.943396226,0.267053701,Blue Thumb
29089 Riffle,Deep Fork River: Wilshire (Site # 110),OK520710-02-0075M,OK520710020075_00,35.55114167,-97.459,Cross Timbers,7/18/2003,2003,7,Summer,Riffle,29089,OK520710-02-0075M_1,1,10,6.069230769,0.032258065,1,0.615384615,1.736928953,2,6,0,0,0,2,10.61538462,0.408284024,Blue Thumb
29902 Riffle,Deep Fork River: Wilshire (Site # 110),OK520710-02-0075M,OK520710020075_00,35.55114167,-97.459,Cross Timbers,1/22/2004,2004,1,Winter,Riffle,29902,OK520710-02-0075M_1,1,13,6.024793388,0.025641026,1,0.719008264,1.555706365,4,6,0,0,0,2,12.71900826,0.489192626,Blue Thumb
30677 Riffle,Deep Fork River: Wilshire (Site # 110),OK520710-02-0075M,OK520710020075_00,35.55114167,-97.459,Cross Timbers,7/14/2004,2004,7,Summer,Riffle,30677,OK520710-02-0075M_1,1,11,6.368,0.028571429,2,0.56,1.71404332,4,4,0,0,0,2,10.56,0.406153846,Blue Thumb
57651 Riffle,Deep Fork Tributary: Classen,OK520710-02-0170M,OK520710020170_00,35.53349,-97.528907,Central Great Plains,3/6/2017,2017,3,Winter,Riffle,57651,OK520710-02-0170M_4,4,9,5.037037037,0.059259259,1,0.822222222,1.319752531,4,6,0,0,0,0,10.82222222,0.491919192,Blue Thumb
58703 Riffle,Deep Fork Tributary: Classen,OK520710-02-0170M,OK520710020170_00,35.53349,-97.528907,Central Great Plains,9/11/2017,2017,9,Summer,Riffle,58703,OK520710-02-0170M_4,4,6,5.841121495,0.052631579,1,0.794392523,1.07968864,0,4,0,0,0,0,4.794392523,0.184399712,Blue Thumb
58813 Riffle,Deep Fork Tributary: Classen,OK520710-02-0170M,OK520710020170_00,35.53349,-97.528907,Central Great Plains,1/24/2018,2018,1,Winter,Riffle,58813,OK520710-02-0170M_4,4,7,5.72173913,0.173913043,1,0.895652174,0.923995287,2,6,2,0,0,0,10.89565217,0.495256917,Blue Thumb
28840 Riffle,Deer Creek: Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,Central Great Plains,2/8/2003,2003,2,Winter,Riffle,28840,OK620910-04-0120T_1,1,16,5.796875,0.12195122,2,0.75,1.363632647,6,6,2,0,0,0,14.75,0.670454545,Blue Thumb
29083 Riffle,Deer Creek: Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,Central Great Plains,7/17/2003,2003,7,Summer,Riffle,29083,OK620910-04-0120T_1,1,25,5.268518519,0.068181818,2,0.305555556,2.73241602,6,6,0,0,2,4,16.30555556,0.627136752,Blue Thumb
29913 Riffle,Deer Creek: Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,Central Great Plains,1/23/2004,2004,1,Winter,Riffle,29913,OK620910-04-0120T_1,1,17,5.637681159,0.178294574,3,0.536231884,1.974781821,6,6,2,4,0,2,20.53623188,0.933465086,Blue Thumb
30669 Riffle,Deer Creek: Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,Central Great Plains,7/6/2004,2004,7,Summer,Riffle,30669,OK620910-04-0120T_1,1,14,4.842105263,0.061728395,3,0.675438596,1.750786083,6,6,0,0,0,2,14.6754386,0.564439946,Blue Thumb
32194 Riffle,Deer Creek: Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,Central Great Plains,1/11/2005,2005,1,Winter,Riffle,32194,OK620910-04-0120T_1,1,16,5.635036496,0.125,4,0.678832117,1.817508756,6,6,2,6,0,2,22.67883212,1.0,Blue Thumb
35144 Riffle,Deer Creek: Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,Central Great Plains,2/2/2006,2006,2,Winter,Riffle,35144,OK620910-04-0120T_2,2,11,5.81884058,0.03125,1,0.804347826,1.339412433,6,6,0,0,0,0,12.80434783,0.58201581,Blue Thumb
36237 Riffle,Deer Creek: Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,Central Great Plains,7/26/2006,2006,7,Summer,Riffle,36237,OK620910-04-0120T_2,2,18,5.86440678,0.230769231,1,0.43220339,2.146548937,6,4,4,0,0,2,16.43220339,0.632007823,Blue Thumb
36662 Riffle,Deer Creek: Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,Central Great Plains,1/29/2007,2007,1,Winter,Riffle,36662,OK620910-04-0120T_2,2,16,6.018181818,0.03030303,3,0.763636364,1.593742724,6,6,0,4,0,2,18.76363636,0.852892562,Blue Thumb
54895 Riffle,Deer Creek: Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,Central Great Plains,2/20/2015,2015,2,Winter,Riffle,54895,OK620910-04-0120T_3,3,14,5.384615385,0.4375,2,0.641025641,1.879471478,6,6,6,0,0,2,20.64102564,0.938228438,Blue Thumb
55744 Riffle,Deer Creek: Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,Central Great Plains,8/11/2015,2015,8,Summer,Riffle,55744,OK620910-04-0120T_3,3,19,5.490909091,0.489795918,5,0.581818182,2.082780313,6,6,6,4,0,2,24.58181818,0.945454545,Blue Thumb
56336 Riffle,Deer Creek: Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,Central Great Plains,2/8/2016,2016,2,Winter,Riffle,56336,OK620910-04-0120T_4,4,12,5.777777778,0.03125,2,0.808080808,1.07262182,6,6,0,0,0,0,12.80808081,0.582185491,Blue Thumb
28787 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,1/30/2003,2003,1,Winter,Riffle,28787,OK620910-04-0120G_1,1,13,6.287878788,0.07751938,2,0.704545455,1.573151349,6,6,0,0,0,2,14.70454545,0.66838843,Blue Thumb
29084 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,7/17/2003,2003,7,Summer,Riffle,29084,OK620910-04-0120G_1,1,13,5.75,0.217391304,4,0.5546875,1.993230621,6,4,4,0,0,2,16.5546875,0.63671875,Blue Thumb
42711 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,1/20/2009,2009,1,Winter,Riffle,42711,OK620910-04-0120G_2,2,17,5.967479675,0.078431373,5,0.495934959,2.182805645,6,6,0,6,0,2,20.49593496,0.931633407,Blue Thumb
44243 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,8/10/2009,2009,8,Summer,Riffle,44243,OK620910-04-0120G_2,2,20,5.164383562,0.28125,6,0.47260274,2.261054231,6,6,4,6,0,2,24.47260274,0.941253952,Blue Thumb
45506 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,1/20/2010,2010,1,Winter,Riffle,45506,OK620910-04-0120G_2,2,15,6.046153846,0.176,4,0.607692308,1.829076559,6,6,2,6,0,2,22.60769231,1.0,Blue Thumb
48400 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,1/26/2011,2011,1,Winter,Riffle,48400,OK620910-04-0120G_3,3,18,5.65625,0.076923077,4,0.557291667,1.994951045,6,6,0,6,0,2,20.55729167,0.934422348,Blue Thumb
49190 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,2/27/2012,2012,2,Winter,Riffle,49190,OK620910-04-0120G_3,3,8,6.175572519,0.0,0,0.938931298,0.518727889,2,6,0,0,0,0,8.938931298,0.406315059,Blue Thumb
49740 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,8/8/2012,2012,8,Summer,Riffle,49740,OK620910-04-0120G_3,3,19,5.127516779,0.333333333,7,0.510067114,2.079756036,6,6,6,6,0,2,26.51006711,1.0,Blue Thumb
50884 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,2/11/2013,2013,2,Winter,Riffle,50884,OK620910-04-0120G_3,3,12,5.855172414,0.093023256,3,0.682758621,1.608090267,6,6,0,4,0,2,18.68275862,0.849216301,Blue Thumb
51675 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,7/27/2013,2013,7,Summer,Riffle,51675,OK620910-04-0120G_3,3,20,5.214765101,0.52991453,7,0.536912752,2.124881426,6,6,6,6,0,2,26.53691275,1.0,Blue Thumb
52795 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,1/30/2014,2014,1,Winter,Riffle,52795,OK620910-04-0120G_3,3,12,4.634920635,0.684210526,3,0.714285714,1.413540054,6,6,6,4,0,0,22.71428571,1.0,Blue Thumb
53907 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,8/20/2014,2014,8,Summer,Riffle,53907,OK620910-04-0120G_3,3,11,5.893939394,0.209302326,3,0.598484848,1.844315794,4,4,4,0,0,2,14.59848485,0.561480186,Blue Thumb
54881 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,2/10/2015,2015,2,Winter,Riffle,54881,OK620910-04-0120G_3,3,16,5.603053435,0.196581197,2,0.641221374,1.810377298,6,6,2,0,0,2,16.64122137,0.756419153,Blue Thumb
55745 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,8/13/2015,2015,8,Summer,Riffle,55745,OK620910-04-0120G_3,3,17,5.725663717,0.385542169,6,0.522123894,2.141046874,6,4,6,6,0,2,24.52212389,0.943158611,Blue Thumb
56322 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,1/26/2016,2016,1,Winter,Riffle,56322,OK620910-04-0120G_4,4,15,7.04587156,0.185185185,3,0.678899083,1.753256147,6,4,2,4,0,2,18.67889908,0.849040867,Blue Thumb
56735 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,8/10/2016,2016,8,Summer,Riffle,56735,OK620910-04-0120G_4,4,21,6.054263566,0.207920792,5,0.341085271,2.557105654,6,4,4,4,2,4,22.34108527,0.85927251,Blue Thumb
57612 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,2/6/2017,2017,2,Winter,Riffle,57612,OK620910-04-0120G_4,4,17,6.129310345,0.127272727,4,0.560344828,1.968444575,6,6,2,6,0,2,22.56034483,1.0,Blue Thumb
58695 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,9/5/2017,2017,9,Summer,Riffle,58695,OK620910-04-0120G_4,4,16,4.72972973,0.413333333,5,0.522522523,2.101642703,6,6,6,4,0,2,24.52252252,0.943173943,Blue Thumb
58879 Riffle,Deer Creek: Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,Central Great Plains,3/13/2018,2018,3,Winter,Riffle,58879,OK620910-04-0120G_4,4,12,6.330708661,0.166666667,1,0.448818898,2.095484843,6,6,2,0,0,2,16.4488189,0.747673586,Blue Thumb
58874 Riffle,Deer Creek: Coffee Creek Rd.,OK620910-04-0120F,OK620910040120_00,35.696595,-97.57895,Central Great Plains,3/10/2018,2018,3,Winter,Riffle,58874,OK620910-04-0120F_4,4,16,6.293103448,0.074074074,3,0.629310345,1.836726439,6,6,0,4,0,2,18.62931034,0.846786834,Blue Thumb
61476 Riffle,Deer Creek: Coffee Creek Rd.,OK620910-04-0120F,OK620910040120_00,35.696595,-97.57895,Central Great Plains,2/9/2019,2019,2,Winter,Riffle,61476,OK620910-04-0120F_4,4,18,6.032258065,0.074766355,4,0.459677419,2.262906094,6,6,0,6,0,2,20.45967742,0.929985337,Blue Thumb
62327 Riffle,Deer Creek: Coffee Creek Rd.,OK620910-04-0120F,OK620910040120_00,35.696595,-97.57895,Central Great Plains,7/27/2019,2019,7,Summer,Riffle,62327,OK620910-04-0120F_4,4,11,4.754098361,0.471698113,4,0.672131148,1.52838073,4,6,6,0,0,2,18.67213115,0.71815889,Blue Thumb
48189 Riffle,Delaware Creek: Camp Simpson Witch Hole,OK410400-03-0240W,OK410400030240_00,34.40928,-96.540661,Cross Timbers,2/20/2010,2010,2,Winter,Riffle,48189,OK410400-03-0240W_2,2,18,5.540540541,0.055248619,5,0.535135135,1.999520725,6,6,0,4,0,2,18.53513514,0.712889813,Blue Thumb
48327 Riffle,Delaware Creek: Camp Simpson Witch Hole,OK410400-03-0240W,OK410400030240_00,34.40928,-96.540661,Cross Timbers,7/23/2010,2010,7,Summer,Riffle,48327,OK410400-03-0240W_2,2,17,5.292035398,0.1,3,0.584070796,2.039008105,6,6,0,0,0,2,14.5840708,0.5609258,Blue Thumb
48384 Riffle,Delaware Creek: Camp Simpson Witch Hole,OK410400-03-0240W,OK410400030240_00,34.40928,-96.540661,Cross Timbers,1/19/2011,2011,1,Winter,Riffle,48384,OK410400-03-0240W_2,2,18,5.919708029,0.204379562,4,0.306569343,2.502380569,6,6,4,0,2,4,20.30656934,0.781021898,Blue Thumb
49186 Riffle,Delaware Creek: Camp Simpson Witch Hole,OK410400-03-0240W,OK410400030240_00,34.40928,-96.540661,Cross Timbers,2/25/2012,2012,2,Winter,Riffle,49186,OK410400-03-0240W_3,3,13,6.267759563,0.109289617,2,0.797814208,1.408553889,4,6,2,0,0,0,12.79781421,0.492223623,Blue Thumb
58806 Riffle,Delaware Creek: Camp Simpson Witch Hole,OK410400-03-0240W,OK410400030240_00,34.40928,-96.540661,Cross Timbers,1/22/2018,2018,1,Winter,Riffle,58806,OK410400-03-0240W_4,4,18,6.775862069,0.025862069,2,0.525862069,2.209761803,6,4,0,0,0,2,12.52586207,0.481763926,Blue Thumb
61515 Riffle,Delaware Creek: Camp Simpson Witch Hole,OK410400-03-0240W,OK410400030240_00,34.40928,-96.540661,Cross Timbers,3/11/2019,2019,3,Winter,Riffle,61515,OK410400-03-0240W_4,4,10,6.666666667,0.069306931,3,0.764705882,1.428468614,2,4,0,0,0,0,6.764705882,0.260180995,Blue Thumb
29879 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,1/29/2004,2004,1,Winter,Riffle,29879,OK121300-01-0150M_1,1,16,5.799019608,0.222772277,6,0.62745098,1.712483252,6,6,4,6,0,2,24.62745098,0.947209653,Blue Thumb
30681 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,7/14/2004,2004,7,Summer,Riffle,30681,OK121300-01-0150M_1,1,14,6.008849558,0.181818182,6,0.486725664,2.109879595,4,6,2,4,0,2,18.48672566,0.71102791,Blue Thumb
32789 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,2/4/2005,2005,2,Winter,Riffle,32789,OK121300-01-0150M_1,1,18,5.397058824,0.096296296,6,0.661764706,1.725969752,6,6,0,6,0,2,20.66176471,0.794683258,Blue Thumb
33353 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,7/8/2005,2005,7,Summer,Riffle,33353,OK121300-01-0150M_1,1,13,6.669724771,0.018518519,2,0.541284404,1.86988167,4,4,0,0,0,2,10.5412844,0.405434016,Blue Thumb
35152 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,6/7/2006,2006,6,Summer,Riffle,35152,OK121300-01-0150M_2,2,13,5.054054054,0.157894737,2,0.574324324,1.82492624,4,6,2,0,0,2,14.57432432,0.560550936,Blue Thumb
36655 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,1/8/2007,2007,1,Winter,Riffle,36655,OK121300-01-0150M_2,2,10,6.18487395,0.25210084,3,0.756302521,1.444136579,2,6,4,0,0,0,12.75630252,0.49062702,Blue Thumb
39320 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,3/11/2008,2008,3,Winter,Riffle,39320,OK121300-01-0150M_2,2,15,5.474683544,0.120253165,4,0.607594937,1.903834854,6,6,2,0,0,2,16.60759494,0.638753651,Blue Thumb
41745 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,8/28/2008,2008,8,Summer,Riffle,41745,OK121300-01-0150M_2,2,18,5.392307692,0.226415094,5,0.407692308,2.302045648,6,6,4,2,0,2,20.40769231,0.784911243,Blue Thumb
42688 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,1/9/2009,2009,1,Winter,Riffle,42688,OK121300-01-0150M_2,2,18,6.025516403,0.070991432,4,0.880923451,0.836665607,6,6,0,0,0,0,12.88092345,0.495420133,Blue Thumb
45493 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,1/14/2010,2010,1,Winter,Riffle,45493,OK121300-01-0150M_2,2,17,5.727915194,0.172161172,5,0.667844523,1.632356107,6,6,2,4,0,2,20.66784452,0.794917097,Blue Thumb
48222 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,6/22/2010,2010,6,Summer,Riffle,48222,OK121300-01-0150M_2,2,18,5.186915888,0.298969072,7,0.392523364,2.390306999,6,6,4,6,2,2,24.39252336,0.938173976,Blue Thumb
48386 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,1/19/2011,2011,1,Winter,Riffle,48386,OK121300-01-0150M_3,3,12,6.044912924,0.0,0,0.956920257,0.52597935,4,6,0,0,0,0,10.95692026,0.42142001,Blue Thumb
49571 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,2/23/2012,2012,2,Winter,Riffle,49571,OK121300-01-0150M_3,3,18,5.990909091,0.1,4,0.663636364,1.753582651,6,6,0,0,0,2,14.66363636,0.563986014,Blue Thumb
56557 Riffle,Delaware Creek: Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,Cross Timbers,1/21/2016,2016,1,Winter,Riffle,56557,OK121300-01-0150M_4,4,12,5.269465649,0.732824427,6,0.687022901,1.623750904,4,6,6,6,0,2,24.6870229,0.949500881,Blue Thumb
44252 Vegetation,Doe Creek: Yearling,OK621200-05-0170F,OK621200050170_00,36.50706,-97.32506,Central Great Plains,9/1/2009,2009,9,Summer,Vegetation,44252,OK621200-05-0170F_2,2,9,7.441441441,0.504504505,2,0.72972973,1.434721703,2,4,6,0,0,0,12.72972973,0.530405405,Blue Thumb
48191 Vegetation,Doe Creek: Yearling,OK621200-05-0170F,OK621200050170_00,36.50706,-97.32506,Central Great Plains,2/24/2010,2010,2,Winter,Vegetation,48191,OK621200-05-0170F_2,2,12,6.37804878,0.012195122,1,0.792682927,1.311993677,6,6,0,0,0,0,12.79268293,0.581485588,Blue Thumb
48432 Woody,Doe Creek: Yearling,OK621200-05-0170F,OK621200050170_00,36.50706,-97.32506,Central Great Plains,3/3/2011,2011,3,Winter,Woody,48432,OK621200-05-0170F_3,3,9,7.819047619,0.038095238,1,0.761904762,1.326132672,4,4,0,0,0,0,8.761904762,0.398268398,Blue Thumb
48462 Woody,Doe Creek: Yearling,OK621200-05-0170F,OK621200050170_00,36.50706,-97.32506,Central Great Plains,6/2/2011,2011,6,Summer,Woody,48462,OK621200-05-0170F_3,3,12,7.338842975,0.388429752,1,0.595041322,1.796790741,4,4,6,0,0,2,16.59504132,0.63827082,Blue Thumb
58876 Riffle,Dog Creek: Blue Starr Dr.,OK121500-04-0010L,OK121500040010_10,36.321794,-95.57908,Central Irregular Plains,3/10/2018,2018,3,Winter,Riffle,58876,OK121500-04-0010L_4,4,11,4.661607143,0.071428571,3,0.758928571,1.264816683,4,6,0,0,0,0,10.75892857,0.44828869,Blue Thumb
61454 Riffle,Dog Creek: Blue Starr Dr.,OK121500-04-0010L,OK121500040010_10,36.321794,-95.57908,Central Irregular Plains,1/26/2019,2019,1,Winter,Riffle,61454,OK121500-04-0010L_4,4,17,5.872649573,0.188034188,3,0.35042735,2.400169954,6,6,2,0,2,2,16.35042735,0.681267806,Blue Thumb
63542 Riffle,Dog Creek: Blue Starr Dr.,OK121500-04-0010L,OK121500040010_10,36.321794,-95.57908,Central Irregular Plains,9/12/2020,2020,9,Summer,Riffle,63542,OK121500-04-0010L_4,4,14,6.984496124,0.098360656,2,0.689922481,1.61784709,6,4,0,0,0,2,12.68992248,0.488073942,Blue Thumb
64812 Riffle,Dog Creek: Blue Starr Dr.,OK121500-04-0010L,OK121500040010_10,36.321794,-95.57908,Central Irregular Plains,3/8/2021,2021,3,Winter,Riffle,64812,OK121500-04-0010L_5,5,17,6.281081081,0.081818182,2,0.54954955,2.024965552,6,4,0,0,0,2,12.54954955,0.522897898,Blue Thumb
48206 Riffle,Double Spring Creek: W 730 Road,OK121600-01-0090D,OK121600010090_00,35.959664,-95.076129,Ozark Highlands,3/10/2010,2010,3,Winter,Riffle,48206,OK121600-01-0090D_2,2,18,4.854545455,0.578431373,9,0.336363636,2.4076971,6,4,6,2,2,2,20.33636364,0.677878788,Blue Thumb
48342 Riffle,Double Spring Creek: W 730 Road,OK121600-01-0090D,OK121600010090_00,35.959664,-95.076129,Ozark Highlands,8/10/2010,2010,8,Summer,Riffle,48342,OK121600-01-0090D_2,2,21,4.344,0.299145299,8,0.48,2.393443358,6,6,4,4,0,2,22.48,0.864615385,Blue Thumb
48399 Riffle,Double Spring Creek: W 730 Road,OK121600-01-0090D,OK121600010090_00,35.959664,-95.076129,Ozark Highlands,1/26/2011,2011,1,Winter,Riffle,48399,OK121600-01-0090D_3,3,24,4.727272727,0.443298969,9,0.330578512,2.655683962,6,6,6,2,2,4,24.33057851,0.811019284,Blue Thumb
48815 Riffle,Double Spring Creek: W 730 Road,OK121600-01-0090D,OK121600010090_00,35.959664,-95.076129,Ozark Highlands,8/22/2011,2011,8,Summer,Riffle,48815,OK121600-01-0090D_3,3,13,4.273504274,0.171171171,7,0.760683761,1.346812163,4,6,2,2,0,0,14.76068376,0.567718606,Blue Thumb
49544 Riffle,Double Spring Creek: W 730 Road,OK121600-01-0090D,OK121600010090_00,35.959664,-95.076129,Ozark Highlands,1/25/2012,2012,1,Winter,Riffle,49544,OK121600-01-0090D_3,3,21,4.075,0.72815534,10,0.4,2.481310456,6,6,6,2,2,2,22.4,0.746666667,Blue Thumb
51487 Riffle,Double Spring Creek: W 730 Road,OK121600-01-0090D,OK121600010090_00,35.959664,-95.076129,Ozark Highlands,3/7/2013,2013,3,Winter,Riffle,51487,OK121600-01-0090D_3,3,27,5.223880597,0.410447761,10,0.417910448,2.545235786,6,4,6,2,0,4,22.41791045,0.747263682,Blue Thumb
52822 Riffle,Double Spring Creek: W 730 Road,OK121600-01-0090D,OK121600010090_00,35.959664,-95.076129,Ozark Highlands,1/30/2014,2014,1,Winter,Riffle,52822,OK121600-01-0090D_3,3,17,4.053030303,0.868217054,8,0.742424242,1.394012986,4,6,6,0,0,0,16.74242424,0.558080808,Blue Thumb
30701 Riffle,Double Springs Creek: Morgan,OK121600-01-0090F,OK121600010090_00,35.96186111,-95.05377778,Ozark Highlands,7/20/2004,2004,7,Summer,Riffle,30701,OK121600-01-0090F_1,1,15,3.910714286,0.732673267,7,0.648809524,1.911680395,4,6,6,2,0,2,20.64880952,0.794184982,Blue Thumb
32210 Riffle,Double Springs Creek: Morgan,OK121600-01-0090F,OK121600010090_00,35.96186111,-95.05377778,Ozark Highlands,1/20/2005,2005,1,Winter,Riffle,32210,OK121600-01-0090F_1,1,16,4.282258065,0.695652174,9,0.475806452,2.143245849,4,6,6,2,0,2,20.47580645,0.682526882,Blue Thumb
33389 Riffle,Double Springs Creek: Morgan,OK121600-01-0090F,OK121600010090_00,35.96186111,-95.05377778,Ozark Highlands,7/28/2005,2005,7,Summer,Riffle,33389,OK121600-01-0090F_1,1,26,4.316901408,0.512820513,10,0.570422535,2.163780971,6,6,6,6,0,2,26.57042254,1.0,Blue Thumb
48192 Riffle,Duck Creek: Myers Park,OK620900-04-0195G,OK620900040195_00,36.11162,-97.08418,Central Great Plains,2/24/2010,2010,2,Winter,Riffle,48192,OK620900-04-0195G_2,2,10,8.552631579,0.0,0,0.848684211,1.27335458,4,2,0,0,0,0,6.848684211,0.311303828,Blue Thumb
