Task,SiteName,WBID,IR_WBID,Latitude,Longitude,COMID,Date,Year,Cycle,PCID,County,Basin,RiverBasin,HUC_8,HUC_12,L4_Ecoregion,L3_Ecoregion,Mod_Ecoregion,StreamOrder,Watershed_Area,F.WP,WQ.Score,WQ.Grade,Bug.Score,Bug.Grade,Fish.Score,Fish.Grade,Habitat.Score,Habitat.Grade,Overall.Score,Letter.Grade
Blue Thumb,Deep Fork River:  Eastern,OK520710-02-0060G,OK520710020060_00,35.53458,-97.47682,533201,2/6/2019,2019,4,OK520710-02-0060G_4,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,74.5416,WWAC,NA,,0.3110642,F,NA,,NA,,0.3110642,F
Blue Thumb,Deep Fork River:  Greyhound Track,OK520700-01-0120L,OK520700010120_00,35.54058,-95.91225,533997,1/15/2004,2004,1,OK520700-01-0120L_1,Okmulgee,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,6,5866.8651,WWAC,NA,,1.009164,A,NA,,NA,,1.009164,A
Blue Thumb,Deep Fork River:  Hwy 56 Bridge,OK520700-02-0010R,OK520700020010_10,35.6132222,-96.0238055,537563,6/23/2011,2011,3,OK520700-02-0010R_3,Okmulgee,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,6,5309.6346,WWAC,NA,,1.031168,A,0.923076923,A,0.812938587,B,0.922394503,A
Blue Thumb,Deep Fork River:  Hwy 56 Bridge,OK520700-02-0010R,OK520700020010_10,35.6132222,-96.0238055,537563,8/11/2006,2006,2,OK520700-02-0010R_2,Okmulgee,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,6,5309.6346,WWAC,NA,,0.939771257,A,1.010989011,A,0.828677445,B,0.926479238,A
Blue Thumb,Deep Fork River:  Hwy 56 Bridge,OK520700-02-0010R,OK520700020010_10,35.6132222,-96.0238055,537563,1/14/2004,2004,1,OK520700-02-0010R_1,Okmulgee,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,6,5309.6346,WWAC,NA,,0.94217884,A,NA,,NA,,0.94217884,A
Blue Thumb,Deep Fork River:  Hwy 56 Bridge,OK520700-02-0010R,OK520700020010_10,35.6132222,-96.0238055,537563,8/3/2016,2016,4,OK520700-02-0010R_4,Okmulgee,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,6,5309.6346,WWAC,NA,,0.7947225,C,NA,,NA,,0.7947225,C
Blue Thumb,Deep Fork River:  River Bend,OK520700-01-0120F,OK520700010120_00,35.5798333,-95.9845555,534173,9/20/2004,2004,1,OK520700-01-0120F_1,Okmulgee,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,6,5604.28,WWAC,NA,,0.907202025,A,0.9230769,A,0.716719099,C,0.848999341,B
Blue Thumb,Deep Fork River:  Rocky Shoals,OK520700-01-0120C,OK520700010120_00,35.5781944,-95.9943888,533895,7/8/2006,2006,2,OK520700-01-0120C_2,Okmulgee,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,2.4471,WWAC,NA,,0.709760133,C,0.835164835,B,0.915264072,A,0.820063013,B
Blue Thumb,Deep Fork River:  Rocky Shoals,OK520700-01-0120C,OK520700010120_00,35.5781944,-95.9943888,533895,1/14/2004,2004,1,OK520700-01-0120C_1,Okmulgee,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,2.4471,WWAC,NA,,0.92705106,A,NA,,NA,,0.92705106,A
Blue Thumb,Deep Fork River:  Rocky Shoals,OK520700-01-0120C,OK520700010120_00,35.5781944,-95.9943888,533895,8/3/2016,2016,4,OK520700-01-0120C_4,Okmulgee,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,2.4471,WWAC,NA,,0.9087569,A,NA,,NA,,0.9087569,A
Blue Thumb,Deep Fork River:  Wilshire (Site # 110),OK520710-02-0075M,OK520710020075_00,35.55114167,-97.459,533131,9/5/2002,2002,1,OK520710-02-0075M_1,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,13.7385,WWAC,NA,,0.363594317,F,0.5714286,F,NA,,0.467511458,F
Blue Thumb,Deep Fork Tributary: Classen,OK520710-02-0170M,OK520710020170_00,35.53349,-97.528907,533215,3/6/2017,2017,4,OK520710-02-0170M_4,Oklahoma,Arkansas-Canadian,Canadian R.,11100303,1.11003E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,NA,WWAC,NA,,0.438363615,F,NA,,NA,,0.438363615,F
Blue Thumb,Deer Creek:  Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,255194,8/23/2006,2006,2,OK620910-04-0120T_2,Canadian,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,3,36.2475,WWAC,NA,,0.704989612,C,0.8489723,B,0.872435159,B,0.808799024,B
Blue Thumb,Deer Creek:  Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,255194,2/20/2015,2015,3,OK620910-04-0120T_3,Canadian,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,3,36.2475,WWAC,NA,,0.940694137,A,NA,,NA,,0.940694137,A
Blue Thumb,Deer Creek:  Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,255194,2/8/2003,2003,1,OK620910-04-0120T_1,Canadian,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,3,36.2475,WWAC,NA,,0.764111184,C,NA,,NA,,0.764111184,C
Blue Thumb,Deer Creek:  Hwy 4,OK620910-04-0120T,OK620910040120_10,35.61830556,-97.745,255194,2/8/2016,2016,4,OK620910-04-0120T_4,Canadian,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,3,36.2475,WWAC,NA,,0.630941029,D,NA,,NA,,0.630941029,D
Blue Thumb,Deer Creek:  Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,254534,8/17/2009,2009,2,OK620910-04-0120G_2,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,4,202.5864,WWAC,NA,,0.970363461,A,1.117068811,A,1,A,1.029144091,A
Blue Thumb,Deer Creek:  Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936,-97.60275,254534,8/20/2014,2014,3,OK620910-04-0120G_3,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,4,202.5864,WWAC,NA,,0.843580324,B,1.117069,A,0.922696584,A,0.961115303,A
Blue Thumb,Deer Creek:  Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,254534,1/26/2016,2016,4,OK620910-04-0120G_4,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,4,202.5864,WWAC,NA,,0.872946956,B,NA,,NA,,0.872946956,B
Blue Thumb,Deer Creek:  Meridian Avenue,OK620910-04-0120G,OK620910040120_10,35.66936111,-97.60275,254534,1/30/2003,2003,1,OK620910-04-0120G_1,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,4,202.5864,WWAC,NA,,0.642722304,D,NA,,NA,,0.642722304,D
Blue Thumb,Deer Creek: Coffee Creek Rd.,OK620910-04-0120F,OK620910040120_00,35.696595,-97.57895,254462,7/27/2019,2019,4,OK620910-04-0120F_4,Oklahoma,Cimarron-Upper Arkansas,Cimarron R.,11050002,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,4,34972.62,WWAC,NA,,0.82710687,B,0.7596068,C,0.870576952,B,0.819096874,B
Blue Thumb,Delaware Creek:  Camp Simpson Witch Hole,OK410400-03-0240W,OK410400030240_00,34.40928,-96.540661,6068668,2/25/2012,2012,3,OK410400-03-0240W_3,Johnston,L Red,Lower Red R.,11140104,1.11401E+11,Western Cross Timbers,Cross Timbers,Arbuckle,2,46.1448,WWAC,NA,,0.4898317,F,NA,,NA,,0.4898317,F
Blue Thumb,Delaware Creek:  Camp Simpson Witch Hole,OK410400-03-0240W,OK410400030240_00,34.40928,-96.540661,6068668,7/23/2010,2010,2,OK410400-03-0240W_2,Johnston,L Red,Lower Red R.,11140104,1.11401E+11,Western Cross Timbers,Cross Timbers,Arbuckle,2,46.1448,WWAC,NA,,0.655510125,D,0.84,B,1,A,0.831836708,B
Blue Thumb,Delaware Creek:  Camp Simpson Witch Hole,OK410400-03-0240W,OK410400030240_00,34.40928,-96.540661,6068668,1/22/2018,2018,4,OK410400-03-0240W_4,Johnston,L Red,Lower Red R.,11140104,1.11401E+11,Western Cross Timbers,Cross Timbers,Arbuckle,2,46.1448,WWAC,NA,,0.3151221,F,NA,,NA,,0.3151221,F
Blue Thumb,Delaware Creek:  Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,849151,6/12/2001,2001,1,OK121300-01-0150M_1,Osage,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,28.8954,WWAC,NA,,0.82570265,B,0.835164835,B,NA,,0.830433743,B
Blue Thumb,Delaware Creek:  Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,849151,6/22/2010,2010,2,OK121300-01-0150M_2,Osage,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,28.8954,WWAC,NA,,0.606249157,D,0.967032956,A,1,A,0.857760704,B
Blue Thumb,Delaware Creek:  Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,849151,6/22/2010,2006,2,OK121300-01-0150M_2,Osage,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,28.8954,WWAC,NA,,0.606249157,D,0.967032956,A,1,A,0.857760704,B
Blue Thumb,Delaware Creek:  Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,849151,1/21/2016,2016,4,OK121300-01-0150M_4,Osage,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,28.8954,WWAC,NA,,0.9350298,A,NA,,NA,,0.9350298,A
Blue Thumb,Delaware Creek:  Hwy 97 Bridge,OK121300-01-0150M,OK121300010150_00,36.2555,-96.1216,849151,1/19/2011,2011,3,OK121300-01-0150M_3,Osage,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,3,28.8954,WWAC,NA,,0.70176105,C,NA,,NA,,0.70176105,C
Blue Thumb,Dirty Butter Creek: 36th St N,OK121300-01-0140D,OK121300010140_00,36.206091,-95.969059,847338,12/6/2003,2003,NA,NA,Tulsa,NA,Arkansas R.,11070107,NA,Osage Cuestas,Central Irregular Plains,NA,1,21.6927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Dirty Creek: N 4370 Rd.,OK120400-02-0010K,OK120400020010_00,35.51223,-95.23845,381316,2/11/2016,2016,NA,NA,Muskogee,NA,Arkansas R.,11110102,NA,Osage Cuestas,Central Irregular Plains,NA,5,796.1553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Doe Creek:  Yearling,OK621200-05-0170F,OK621200050170_00,36.50706,-97.32506,20968730,6/2/2011,2011,3,OK621200-05-0170F_3,Noble,Cimarron-Upper Arkansas,Arkansas R.,11060006,1.106E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,16.8309,WWAC,NA,,0.544501118,F,0.6702413,D,0.663827398,D,0.626189939,D
Blue Thumb,Doe Creek:  Yearling,OK621200-05-0170F,OK621200050170_00,36.50706,-97.32506,20968730,9/1/2009,2009,2,OK621200-05-0170F_2,Noble,Cimarron-Upper Arkansas,Arkansas R.,11060006,1.106E+11,Prairie Tableland,Central Great Plains,Central Great Plains,1,16.8309,WWAC,NA,,0.61565357,D,NA,,NA,,0.61565357,D
Blue Thumb,Dog Creek: Blue Starr Dr.,OK121500-04-0010L,OK121500040010_10,36.321794,-95.57908,832915,3/8/2021,2021,5,OK121500-04-0010L_5,Rogers,Neosho-Grand,Arkansas R.,11070105,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,165.9096,WWAC,NA,,0.498656941,F,NA,,0.974731924,A,0.736694433,C
Blue Thumb,Dog Creek: Blue Starr Dr.,OK121500-04-0010L,OK121500040010_10,36.321794,-95.57908,832915,3/10/2018,2018,4,OK121500-04-0010L_4,Rogers,Neosho-Grand,Arkansas R.,11070105,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,165.9096,WWAC,NA,,0.59946547,D,NA,,NA,,0.59946547,D
Blue Thumb,Double Spring Creek:  W 730 Road,OK121600-01-0090D,OK121600010090_00,35.959664,-95.076129,21773563,8/10/2010,2010,2,OK121600-01-0090D_2,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,47.0331,WWAC,NA,,NA,,1.082585834,A,1,A,1.041292917,A
Blue Thumb,Double Spring Creek:  W 730 Road,OK121600-01-0090D,OK121600010090_00,35.959664,-95.076129,21773563,1/26/2011,2011,3,OK121600-01-0090D_3,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,3,47.0331,WWAC,NA,,0.717567733,C,NA,,NA,,0.717567733,C
Blue Thumb,Double Springs Creek:  Morgan,OK121600-01-0090F,OK121600010090_00,35.96186111,-95.05377778,21773551,7/20/2004,2004,1,OK121600-01-0090F_1,Cherokee,Neosho-Grand,Arkansas R.,11070209,1.10702E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,2,37.8072,WWAC,NA,,0.790788074,C,NA,,NA,,0.790788074,C
Blue Thumb,Duck Creek:  Myers Park,OK620900-04-0195G,OK620900040195_00,36.11162,-97.08418,492106,8/29/2018,2018,4,OK620900-04-0195G_4,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,1,3.6468,WWAC,NA,,0.535819667,F,NA,,NA,,0.535819667,F
Blue Thumb,Duck Creek:  Myers Park,OK620900-04-0195G,OK620900040195_00,36.11162,-97.08418,492106,6/17/2009,2009,2,OK620900-04-0195G_2,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Cross Timbers,1,3.6468,WWAC,NA,,0.369183581,F,0.4835165,F,0.749285435,C,0.533995172,F
Blue Thumb,Duck Creek:  Ridge & Arrowhead,OK620900-04-0195M,OK620900040195_00,36.12138,-97.0861,492106,9/6/2008,2008,NA,NA,Payne,NA,Cimarron R.,11050003,NA,Cross Timbers Transition,Central Great Plains,NA,1,3.6468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,East Brush Creek: McElroy Rd.,OK620900-04-0100E,OK620900040100_00,36.13072,-97.00242,492082,4/23/2016,2016,NA,NA,Payne,NA,Cimarron R.,11050003,NA,Cross Timbers Transition,Central Great Plains,NA,2,34.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,East Cache Creek:  Big Green,OK311300-02-0010H,OK311300020010_05,34.58692,-98.37067,673442,8/14/2019,2019,4,OK311300-02-0010H_4,Comanche,Washita-Red,Upper Red R.,11130202,1.11302E+11,Prairie Tableland,Central Great Plains,Central Great Plains,5,1237.484,WWAC,NA,,0.931784584,A,1,A,0.962081559,A,0.96,A
Blue Thumb,East Cache Creek:  Big Green,OK311300-02-0010H,OK311300020010_05,34.586917,-98.370667,673442,7/15/2009,2009,2,OK311300-02-0010H_2,Comanche,Washita-Red,Upper Red R.,11130202,1.11302E+11,Prairie Tableland,Central Great Plains,Central Great Plains,5,1237.484,WWAC,NA,,0.940847042,A,1.117068811,A,0.977015339,A,1.011643731,A
Blue Thumb,East Cache Creek:  Big Green,OK311300-02-0010H,OK311300020010_05,34.586917,-98.370667,673442,6/26/2013,2013,3,OK311300-02-0010H_3,Comanche,Washita-Red,Upper Red R.,11130202,1.11302E+11,Prairie Tableland,Central Great Plains,Central Great Plains,5,1237.484,WWAC,NA,,0.91450737,A,1.117068811,A,0.904011506,A,0.978529229,A
Blue Thumb,East Cache Creek: Rogers Lane,OK311300-02-0010J,OK311300020010_05,34.63778,-98.3618,673384,8/15/2019,2019,4,OK311300-02-0010J_4,Comanche,Washita-Red,Upper Red R.,11130202,1.11302E+11,Prairie Tableland,Central Great Plains,Central Great Plains,5,1177.772,WWAC,NA,,0.903687922,A,1,A,0.929698468,A,0.94,A
Blue Thumb,East Cache Creek: Rogers Lane,OK311300-02-0010J,OK311300020010_05,34.63778,-98.3618,673384,6/27/2013,2013,3,OK311300-02-0010J_3,Comanche,Washita-Red,Upper Red R.,11130202,1.11302E+11,Prairie Tableland,Central Great Plains,Central Great Plains,5,1177.772,WWAC,NA,,0.793143064,C,1.117068811,A,0.850355951,B,0.920189275,A
Blue Thumb,Elm Creek Wetlands:  East Creek,OK121300-01-0120T,OK121300010220_00,36.28,-95.821,847296,6/20/2001,2001,1,OK121300-01-0120T_1,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,30.1005,WWAC,NA,,0.214717204,F,0.555555556,F,NA,,0.38513638,F
Blue Thumb,Elm Creek Wetlands:  Pond Outfall,OK121300-01-0120V,OK121300010220_00,36.27916667,-95.822,847296,1/28/2002,2002,1,OK121300-01-0120V_1,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,1,NA,WWAC,NA,,0.458344505,F,NA,,NA,,0.458344505,F
Blue Thumb,Elm Creek Wetlands:  West Creek,OK121300-01-0120S,OK121300010220_00,36.27972222,-95.823,847296,12/3/2001,2001,NA,NA,Tulsa,NA,Arkansas R.,11070107,NA,Osage Cuestas,Central Irregular Plains,NA,1,30.1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue Thumb,Elm Creek:  66th Street North,OK121300-01-0020G,OK121300010020_00,36.25455556,-95.83,847444,2/13/2017,2017,4,OK121300-01-0020G_4,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,49.8636,WWAC,NA,,0.549401257,F,NA,,NA,,0.549401257,F
Blue Thumb,Elm Creek:  66th Street North,OK121300-01-0020G,OK121300010020_00,36.25455556,-95.83,847444,2/25/2021,2021,5,OK121300-01-0020G_5,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,2,49.8636,WWAC,NA,,0.646223126,D,NA,,NA,,0.646223126,D
Blue Thumb,Elm Creek:  Indian Hills Road,OK520810-00-0100C,OK520810000100_00,35.2907,-97.34877,481886,1/21/2008,2008,2,OK520810-00-0100C_2,Cleveland,Arkansas-Canadian,Canadian R.,11090203,1.10902E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,84.7575,WWAC,NA,,0.5426096,F,NA,,NA,,0.5426096,F
Blue Thumb,Elm Creek:  Indian Hills Road,OK520810-00-0100C,OK520810000100_00,35.2907,-97.34877,481886,6/2/2015,2015,3,OK520810-00-0100C_3,Cleveland,Arkansas-Canadian,Canadian R.,11090203,1.10902E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,84.7575,WWAC,NA,,0.800735725,B,0.6593407,D,0.798657213,B,0.752911213,C
Blue Thumb,Elm Creek:  Indian Hills Road,OK520810-00-0100C,OK520810000100_00,35.2907,-97.34877,481886,6/17/2020,2020,4,OK520810-00-0100C_4,Cleveland,Arkansas-Canadian,Canadian R.,11090203,1.10902E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,84.7575,WWAC,NA,,0.754670125,C,0.8351648,B,0.72565425,C,0.771829725,C
Blue Thumb,Ewers Creek:  D0418 Road,OK620920-01-0190K,OK620920010190_00,36.40177778,-99.00077778,21047462,7/9/2012,2012,3,OK620920-01-0190K_3,Woodward,Cimarron-Upper Arkansas,Cimarron R.,11050001,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,3,77.1066,WWAC,NA,,0.526968923,F,0.938337802,A,0.720544554,C,0.728617093,C
Blue Thumb,Ewers Creek:  D0418 Road,OK620920-01-0190K,OK620920010190_00,36.40177778,-99.00077778,21047462,9/30/2004,2004,1,OK620920-01-0190K_1,Woodward,Cimarron-Upper Arkansas,Cimarron R.,11050001,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,3,77.1066,WWAC,NA,,0.654506462,D,1.117068811,A,0.670876567,D,0.814150613,B
Blue Thumb,Feather Creek:  Old Hwy 51,OK620900-02-0060C,OK620900020060_00,36.1308888,-96.8801944,493466,7/21/2014,2014,3,OK620900-02-0060C_3,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,18.7596,WWAC,NA,,0.761286834,C,0.580875782,F,0.902985607,A,0.748382741,C
Blue Thumb,Feather Creek:  Old Hwy 51,OK620900-02-0060C,OK620900020060_00,36.1308888,-96.8801944,493466,7/2/2009,2009,2,OK620900-02-0060C_2,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,18.7596,WWAC,NA,,1.122505857,A,0.670241287,D,0.925744668,A,0.906163937,A
Blue Thumb,Feather Creek:  Old Hwy 51,OK620900-02-0060C,OK620900020060_00,36.1308888,-96.8801944,493466,8/3/2020,2020,4,OK620900-02-0060C_4,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,18.7596,WWAC,NA,,0.871663488,B,0.7596068,C,0.928807345,A,0.853359211,B
Blue Thumb,Feather Creek:  Old Hwy 51,OK620900-02-0060C,OK620900020060_00,36.1308888,-96.8801944,493466,8/25/2005,2005,1,OK620900-02-0060C_1,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,18.7596,WWAC,NA,,0.987791136,A,1.027703307,A,0.909557271,A,0.975017238,A
Blue Thumb,Feather Creek:  Old Hwy 51,OK620900-02-0060C,OK620900020060_00,36.1308888,-96.8801944,493466,3/4/2021,2021,5,OK620900-02-0060C_5,Payne,Cimarron-Upper Arkansas,Cimarron R.,11050003,1.105E+11,Prairie Tableland,Central Great Plains,Central Great Plains,2,18.7596,WWAC,NA,,0.929290802,A,NA,,NA,,0.929290802,A
Blue Thumb,Fish Creek:  NS393,OK520500-01-0150G,OK520500010150_00,35.27547222,-96.01644444,418049,2/6/2001,2001,1,OK520500-01-0150G_1,Hughes,Arkansas-Canadian,Canadian R.,11100302,1.11003E+11,Western Cross Timbers,Cross Timbers,Arkansas Valley,2,37.5795,WWAC,NA,,0.4055634,F,NA,,NA,,0.4055634,F
Blue Thumb,Flat Rock Creek:  E1140 Road,OK520500-01-0280D,OK520500010280_00,35.3625277,-96.2328333,418289,7/7/2003,2003,1,OK520500-01-0280D_1,Okfuskee,Arkansas-Canadian,Canadian R.,11100302,1.11003E+11,Western Cross Timbers,Cross Timbers,Cross Timbers,2,73.5345,WWAC,NA,,0.550042967,F,NA,,NA,,0.550042967,F
Blue Thumb,Flat Rock Creek:  Hwy 75,OK121300-01-0120D,OK121300010120_00,36.22514,-95.94467,847328,7/19/2012,2012,3,OK121300-01-0120D_3,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,3,58.833,WWAC,NA,,0.637410568,D,1.098901,A,0.917962481,A,0.884758016,B
Blue Thumb,Flat Rock Creek:  Hwy 75,OK121300-01-0120D,OK121300010120_00,36.2251388,-95.9446666,847328,8/24/2004,2004,1,OK121300-01-0120D_1,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,3,58.833,WWAC,NA,,0.775517263,C,1.098901099,A,0.750938075,C,0.875118812,B
Blue Thumb,Flat Rock Creek:  Hwy 75,OK121300-01-0120D,OK121300010120_00,36.2251388,-95.9446666,847328,7/24/2007,2007,2,OK121300-01-0120D_2,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,3,58.833,WWAC,NA,,0.665408253,D,1.098901099,A,0.819311049,B,0.8612068,B
Blue Thumb,Flat Rock Creek:  Hwy 75,OK121300-01-0120D,OK121300010120_00,36.2251388,-95.9446666,847328,1/28/2016,2016,4,OK121300-01-0120D_4,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Cross Timbers,3,58.833,WWAC,NA,,0.712223509,C,NA,,NA,,0.712223509,C
Blue Thumb,Flatrock Creek: Peoria,OK121300-01-0120M,OK121300010120_00,36.213253,-95.975761,847326,3/3/2021,2021,5,OK121300-01-0120M_5,Tulsa,Neosho-Grand,Arkansas R.,11070107,1.10701E+11,Osage Cuestas,Central Irregular Plains,Central Irregular Plains,3,33.1398,WWAC,NA,,0.456428235,F,NA,,NA,,0.456428235,F
Blue Thumb,"Flint Creek:  Fiddlers Bend, Above Illinois River",OK121700-03-0290B,OK121700030290_00,36.17488889,-94.71891667,397890,7/17/2013,2013,3,OK121700-03-0290B_3,Delaware,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,4,327.9375,CWAC,NA,,0.681675799,D,1.020723786,A,1,A,0.900799862,A
Blue Thumb,"Flint Creek:  Fiddlers Bend, Above Illinois River",OK121700-03-0290B,OK121700030290_00,36.17488889,-94.71891667,397890,8/5/2008,2008,2,OK121700-03-0290B_2,Delaware,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,4,327.9375,CWAC,NA,,0.669471289,D,1.082585834,A,0.088829025,F,0.613628716,D
Blue Thumb,"Flint Creek:  Fiddlers Bend, Above Illinois River",OK121700-03-0290B,OK121700030290_00,36.17488889,-94.71891667,397890,8/7/2004,2004,1,OK121700-03-0290B_1,Delaware,Arkansas-Canadian,Illinois R.,11110103,1.11101E+11,Springfield Plateau,Ozark Highlands,Ozark Highlands,4,327.9375,CWAC,NA,,0.822740379,B,NA,,NA,,0.822740379,B
Blue Thumb,"Fourche Maline Creek:  Ayerdale Road, near Red Oak",OK220100-04-0020M,OK220100040020_00,34.9124,-95.156,6049306,8/21/2001,2001,NA,NA,Latimer,NA,Arkansas R.,11110105,NA,Arkansas Valley Plains,Arkansas Valley,NA,4,307.3032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
