SiteName,WBID,County,Date,Time,Latitude,Longitude,Water.Temp,DO.Final.1,DO.Saturation,pH.Final.1,Nitrate.Final.1,Nitrite.Final.1,Ammonia.Final.1,OP.Final.1,Chloride.Final.1,Ecoli,Task,RiverBasin,HUC_8
Bluff Creek: NW 150th,OK620910-04-0140G,Oklahoma,9/5/2013,8:05 AM,35.62380556,-97.6,23.5,7,84,7.75,0,0,0,0.107,100,.,Blue Thumb,Cimarron R.,11050002
Bluff Creek: NW 150th,OK620910-04-0140G,Oklahoma,1/22/2014,9:55 AM,35.62380556,-97.6,3,12,85,7.9,0,0,0,0.04,160,.,Blue Thumb,Cimarron R.,11050002
Bluff Creek: NW 150th,OK620910-04-0140G,Oklahoma,2/8/2015,10:15 AM,35.62380556,-97.6,10,9,79,8,0,0,0,0.06,95,.,Blue Thumb,Cimarron R.,11050002
Bluff Creek: NW 150th,OK620910-04-0140G,Oklahoma,7/25/2015,10:15 AM,35.62380556,-97.6,29,5,66,7.75,0,0,0,0.113,75,.,Blue Thumb,Cimarron R.,11050002
Bluff Creek: NW 150th,OK620910-04-0140G,Oklahoma,3/3/2017,4:10 PM,35.62380556,-97.6,4,16,115,8,0,0,0,0.053,50,.,Blue Thumb,Cimarron R.,11050002
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,8/17/2013,10:40 AM,36.1191,-97.0518,22,8,92,7.5,0,0,0,0.0867,20,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,11/17/2013,10:15 AM,36.1191,-97.0518,14,4,40,7.5,0.5,0,0,0.1,45,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,1/25/2014,11:22 AM,36.1191,-97.0518,4,8,60,7.5,0,0,0,0,180,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,4/20/2016,5:35 PM,36.1191,-97.0518,19,11,119,7.8,0,0,0,0.02,35,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,5/18/2016,5:50 PM,36.1191,-97.0518,20,12,131,7.8,0,0,0,0.013,35,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,6/23/2016,5:35 PM,36.1191,-97.0518,32,9,139,8.1,0,0,0,0.027,55,1177.777778,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,7/28/2016,5:35 PM,36.1191,-97.0518,31,8,112,7.8,0,0,0,0.073,35,4422.222222,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,8/23/2016,6:20 PM,36.1191,-97.0518,26,9,111,7.8,1,0,0,0.047,40,411.1111111,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,9/22/2016,5:47 PM,36.1191,-97.0518,27,.,.,7.7,.,.,0,0.047,45,733.3333333,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,10/25/2016,5:45 PM,36.1191,-97.0518,20,9,100,8,0,0,0,0.027,45,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,11/20/2016,4:15 PM,36.1191,-97.0518,11,11,97,8.25,0,0,0,0.04,45,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,12/19/2016,1:34 PM,36.1191,-97.0518,2,12,84,7.8,0,0,0,0.02,70,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,1/28/2017,2:20 PM,36.1191,-97.0518,10,13,110,7.75,0,0,0,0.047,75,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,2/22/2017,4:25 PM,36.1191,-97.0518,17,9,95,7.7,0,0,0,0.073,40,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,3/28/2017,5:20 PM,36.1191,-97.0518,19,13,139,8.5,1,0,0,0.033,.,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,4/25/2017,5:25 PM,36.1191,-97.0518,25,9,110,7.7,0,0,.,0.107,.,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,5/28/2017,9:15 AM,36.1191,-97.0518,25,4,49,7.8,0,0,0.2,0.087,55,300,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,6/25/2017,9:54 AM,36.1191,-97.0518,26,4,50,7.6,0,0,0,0.04,40,111.1111111,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,7/23/2017,8:23 AM,36.1191,-97.0518,27,0.6,5,7.5,0,0,0,0.067,85,277.7777778,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,8/27/2017,8:15 AM,36.1191,-97.0518,25,4,48,6,0,0,0,0.04,40,344.4444444,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,9/28/2017,4:15 PM,36.1191,-97.0518,20,8,90,7.5,0,0,0,0.033,25,1011.111111,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,10/29/2017,8:15 AM,36.1191,-97.0518,15,10,99,7.75,0,0,0,0.02,25,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,12/20/2017,3:00 PM,36.1191,-97.0518,14,9,87,7.75,0,0,0,0.1,35,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,1/31/2018,5:00 PM,36.1191,-97.0518,10,10,87,8,0,0,0,0.013,100,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,2/25/2018,4:45 PM,36.1191,-97.0518,8,12,99,8,0,0,0,0.027,20,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,3/30/2018,5:20 PM,36.1191,-97.0518,20,13,141,6.5,0,0,0.2,0.047,35,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,4/26/2018,4:45 PM,36.1191,-97.0518,22,11,128,8,0,0,0,0.02,30,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,10/25/2018,6:00 PM,36.1191,-97.0518,15,10,100,6.5,0,0,0,0,30,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,11/27/2018,7:00 PM,36.1191,-97.0518,10,11,96,7.5,0,0,0,0,50,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,12/11/2018,7:00 PM,36.1191,-97.0518,10,12,105,7.5,0,0,0,0,85,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,1/23/2019,6:00 PM,36.1191,-97.0518,5,13,98,7.25,0,0,0,0,35,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,2/18/2019,5:48 PM,36.1191,-97.0518,4,10,75,7.5,0,0,0,0,25,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,3/18/2019,4:30 PM,36.1191,-97.0518,6,10,78,7,0,0,0,0,30,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,4/22/2019,4:30 PM,36.1191,-97.0518,12.5,9,85,7.5,0,0,0,0,25,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,8/26/2019,6:30 PM,36.1191,-97.0518,30,7,96,7.5,0,0,0,0,25,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,9/23/2019,6:40 PM,36.1191,-97.0518,27,11,140,7.5,0,0,0,0,15,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,10/28/2019,5:45 PM,36.1191,-97.0518,10,5,46,6,0,0,0.1,0,30,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,11/18/2019,5:45 PM,36.1191,-97.0518,10,12,105,7.3,0,0,0,0,25,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ 3rd Ave.,OK620900-04-0180B,Payne,1/27/2020,5:00 PM,36.1191,-97.0518,8,12,98,7,0,0,0,0,35,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,12/7/2013,1:00 PM,36.1122395,-97.0515,1.5,14,95,7.5,0,0,0,0.047,200,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,8/23/2014,11:15 AM,36.1122395,-97.0515,26.5,5,64,7.25,0,0,0,0.0134,.,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,9/20/2014,10:30 AM,36.1122395,-97.0515,23,2,23,7.2,0,0,0,0.007,.,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,10/18/2014,10:30 AM,36.1122395,-97.0515,5,6,47,7.5,0,0,0,0.07,.,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,12/20/2014,10:30 AM,36.1122395,-97.0515,5,11,84,8,0,0,0,0.02,.,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,11/17/2015,5:45 PM,36.1122395,-97.0515,11,12,106,7.75,0,0,0.1,.,50,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,12/6/2015,5:45 PM,36.1122395,-97.0515,9,13,109,7.5,0,0,0.1,.,35,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,1/28/2016,5:23 PM,36.1122395,-97.0515,9,14,116,7.5,1,0,0.1,.,55,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,2/14/2016,5:45 PM,36.1122395,-97.0515,11,12,106,7.75,0,0,0.1,0.06,50,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,10/22/2016,9:25 AM,36.1122395,-97.0515,14.5,5,49,7.5,0,0,0,0,60,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,12/29/2016,1:45 PM,36.1122395,-97.0515,7,12,96,7.5,0,0,0,0.02,140,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,1/28/2017,3:00 PM,36.1122395,-97.0515,8,13,105,7.5,0,0,0,0,75,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,2/11/2017,1:15 PM,36.1122395,-97.0515,13,13,121,7.5,0,0,0,0,90,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,3/17/2017,9:30 AM,36.1122395,-97.0515,13,7,67,7.5,0,0,0,0,50,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,6/23/2017,10:00 AM,36.1122395,-97.0515,26,2.4,30,7.5,0,0,0,0,65,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,1/27/2018,12:30 PM,36.1122395,-97.0515,7,12,95,7.7,0,0,0,0,140,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,2/5/2018,2:20 PM,36.1122395,-97.0515,3.5,12,86,7.5,0,0,0,0,140,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,3/17/2018,1:25 PM,36.1122395,-97.0515,13.5,10,96,7.5,0,0,0,0,95,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,4/29/2018,12:00 AM,36.1122395,-97.0515,16,5,53,7.5,0,0,0,0,75,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,1/1/2019,10:45 AM,36.1122395,-97.0515,5,11,84,7,0,0,0,0.033,20,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,2/24/2019,9:30 AM,36.1122395,-97.0515,5,11,85,7.5,0,0,0.3,0.053,65,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,3/23/2019,11:32 AM,36.1122395,-97.0515,14,10,96,7.5,0,0,0.3,0.053,35,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,4/28/2019,11:30 AM,36.1122395,-97.0515,16,10,101,7.5,0,0,0.3,0.067,40,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek @ S. Perkins Rd,OK620900-04-0140X,Payne,6/30/2019,7:51 AM,36.1122395,-97.0515,23,6,74,7,0,0,0.3,0.047,60,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek: McElroy,OK620900-04-0180G,Payne,10/27/2012,.,36.1302777,-97.0558611,9,4,35,7.8,.,.,0.1,0.18,180,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek: McElroy,OK620900-04-0180G,Payne,1/19/2013,.,36.1302777,-97.0558611,6,9,71,8,.,0.15,0.1,0.007,180,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek: McElroy,OK620900-04-0180G,Payne,2/16/2013,.,36.1302777,-97.0558611,5,12,90,8,.,.,0.1,0.007,120,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek: McElroy,OK620900-04-0180G,Payne,3/9/2013,.,36.1302777,-97.0558611,13,7,67,7.5,.,.,0.1,0.04,60,.,Blue Thumb,Cimarron R.,11050003
Boomer Creek: McElroy,OK620900-04-0180G,Payne,4/20/2013,.,36.1302777,-97.0558611,12,9,83,7.5,.,.,0.1,0.02,10,.,Blue Thumb,Cimarron R.,11050003
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,2/25/2010,4:00 PM,35.219267,-97.502944,9,16,135,7.8,2,0.075,0.1,0.04,100,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,3/26/2010,2:30 PM,35.219267,-97.502944,15,22,140,7.75,0.5,0.15,0.1,0.007,120,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,5/1/2010,12:00 PM,35.219267,-97.502944,17,12,125,8,1.5,0.08,0.1,0.1,90,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,5/31/2010,12:00 PM,35.219267,-97.502944,23,6,74,7,2,1.5,.,0.147,35,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,6/30/2010,9:00 AM,35.219267,-97.502944,24,6,75,7.5,1.5,0.5,0.1,0.16,50,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,7/30/2010,10:30 AM,35.219267,-97.502944,25,5,60,7.75,2,0.3,0.1,0.113,40,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,9/30/2010,10:00 AM,35.219267,-97.502944,18,10,107,8,1.5,0.15,0.1,0.067,85,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,11/11/2010,10:00 AM,35.219267,-97.502944,14,9,90,8,2,0.15,0.1,0.06,70,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,3/20/2016,2:10 PM,35.219267,-97.502944,14,16,>150,7.5,1,0,0,0.02,95,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,4/30/2016,6:00 PM,35.219267,-97.502944,18,10,105,7.5,0,0,0,0.107,35,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,7/18/2016,5:45 PM,35.219267,-97.502944,28,9,120,7.5,1,0,0,0.073,55,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,8/25/2016,5:50 PM,35.219267,-97.502944,26,7,89,7.5,0,0,0,0.047,25,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,9/11/2016,10:02 AM,35.219267,-97.502944,20,5,56,7.5,0,0,0,0.08,75,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,10/26/2016,5:30 PM,35.219267,-97.502944,21,10,111,7.5,1,0,0,0.007,65,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,12/28/2016,3:45 PM,35.219267,-97.502944,10,13,110,7.5,1,0,0,0.033,60,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,1/21/2017,10:05 AM,35.219267,-97.502944,9,8,70,7.5,0,1,0,0.06,60,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,2/25/2017,5:45 PM,35.219267,-97.502944,12,14,125,7.5,0,0,0,0.027,50,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,3/25/2017,4:49 PM,35.219267,-97.502944,17,12,123,8,0,0,0,0.02,80,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,4/29/2017,4:10 PM,35.219267,-97.502944,15,10,100,7.5,0,0,0.4,0.18,20,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,5/20/2017,4:41 PM,35.219267,-97.502944,20,8,90,7.5,0,0,0,0.113,60,700,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,6/30/2017,4:30 PM,35.219267,-97.502944,28,7,91,8,5,0,0,0.16,100,10000,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,7/21/2017,4:45 PM,35.219267,-97.502944,30,6,85,8,2,0,0,0.213,60,2166.666667,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,8/24/2017,6:00 PM,35.219267,-97.502944,25,7,87,7.5,0,0,0,0.1,25,2716.666667,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,10/25/2017,5:30 PM,35.219267,-97.502944,15,8,80,7.5,0,0,0,0.067,50,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,12/22/2017,2:00 PM,35.219267,-97.502944,4,7,53,7.5,0,0,0,0.047,30,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,1/22/2018,4:30 PM,35.219267,-97.502944,8,11,90,8,0,0,0,0.033,65,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,2/26/2018,5:00 PM,35.219267,-97.502944,10,10,88,7.5,0,0,0,0.1,65,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,3/28/2018,5:30 PM,35.219267,-97.502944,14,8,78,7.5,0,0,0,0.067,95,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,4/30/2018,5:30 PM,35.219267,-97.502944,20,8,90,7.5,0,0,.,0.113,80,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,5/30/2018,6:30 PM,35.219267,-97.502944,27,4,53,8,0,0,0,0.22,85,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,6/16/2018,6:30 PM,35.219267,-97.502944,27,4,53,7.75,0,0,0,0.17,60,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,6/1/2019,12:00 PM,35.219267,-97.502944,23,9,106,8,3,0,0,0.1,75,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,7/6/2019,12:00 PM,35.219267,-97.502944,28,6,80,8,2,0,0,0.093,95,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,8/18/2019,12:30 PM,35.219267,-97.502944,27,5,66,7.8,0,0,0.2,0.093,95,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,9/28/2019,12:00 PM,35.219267,-97.502944,25,5,64,7.3,2,0,.,0.153,50,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,10/27/2019,12:00 PM,35.219267,-97.502944,12,6,56,7.7,2,0,0,0.167,30,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,1/18/2020,12:00 PM,35.219267,-97.502944,7,3,25,7.5,2,0,0,0.2,35,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,2/28/2020,5:30 PM,35.219267,-97.502944,11,16,140,8,2,0,0,0.02,160,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,4/30/2020,5:00 PM,35.219267,-97.502944,20,11,122,7.5,2,0,0,0.067,85,.,Blue Thumb,Canadian R.,11090202
Brookhaven Creek: North of Main,OK520610-01-0205V,Cleveland,7/12/2020,12:00 PM,35.219267,-97.502944,28,4,122,7.5,2,0,0,0.067,25,.,Blue Thumb,Canadian R.,11090202
Brush Creek,OK121600-05-0140J,Delaware,10/26/2020,9:38 AM,36.4054,-94.7956,14,11,110,7.75,2,0,0,0.02,20,.,Blue Thumb,Arkansas R.,11070209
Brush Creek,OK121600-05-0140J,Delaware,11/20/2020,10:35 AM,36.4054,-94.7956,15,12,117,7.75,2,0.15,0,0.027,25,.,Blue Thumb,Arkansas R.,11070209
Buckhorn Creek: Ramsey,OK311210-00-0090P,Grady,3/20/2015,4:20 PM,34.709177,-97.962334,12,13,116,8,0,0,0,0.033,20,.,Blue Thumb,Upper Red R.,11130208
Buckhorn Creek: Ramsey,OK311210-00-0090P,Grady,4/19/2015,5:27 PM,34.709177,-97.962334,20,11,122,8,0,0,0,0.093,25,.,Blue Thumb,Upper Red R.,11130208
Buckhorn Creek: Ramsey,OK311210-00-0090P,Grady,7/18/2015,4:30 PM,34.709177,-97.962334,25,8,100,8,0,0,0,0.1,30,.,Blue Thumb,Upper Red R.,11130208
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,8/11/2005,.,34.3908888,-94.4725833,30,8,113,7,0,.,0.1,0.013,5,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,3/16/2006,.,34.3908888,-94.4725833,15,11,109,7,0.5,0.08,0.1,0.027,5,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,4/5/2006,.,34.3908888,-94.4725833,18,15,159,7,0.5,0.08,0.1,0.007,5,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,5/11/2006,.,34.3908888,-94.4725833,17,11,115,6.25,0.5,0.08,0.1,0.007,5,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,6/14/2006,.,34.3908888,-94.4725833,22,9,106,7,0.5,0.08,0.1,0.007,10,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,8/19/2006,.,34.3908888,-94.4725833,35,13,150,7,0.5,0.08,0.2,0.007,10,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,9/10/2006,.,34.3908888,-94.4725833,28,9,120,7,0.5,0.08,0.1,0.007,5,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,11/26/2006,.,34.3908888,-94.4725833,11,15,135,7,1,0.08,0.1,0.007,15,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,12/14/2006,.,34.3908888,-94.4725833,8,16,130,7,1,0.15,0.2,0.007,10,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,1/29/2007,5:40 PM,34.3908888,-94.4725833,4,13,96,6.75,1,0.08,0.1,0.007,10,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,7/24/2007,10:50 AM,34.3908888,-94.4725833,25,11,135,7,0.5,0.08,0.1,0.007,10,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,9/30/2007,5:30 PM,34.3908888,-94.4725833,23,13,150,7,0.5,0.08,0.1,0.007,10,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,10/14/2007,5:30 PM,34.3908888,-94.4725833,21,12,135,7,0.5,0.08,0.1,0.02,10,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,11/28/2007,4:00 PM,34.3908888,-94.4725833,8,14,116,7,0.5,0.08,0.1,0.007,5,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,12/31/2007,4:00 PM,34.3908888,-94.4725833,6,17,130,7,0.5,0.08,0.1,0.007,5,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,2/28/2008,4:20 PM,34.3908888,-94.4725833,9,16,136,7,0.5,0.08,0.1,0.007,5,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,3/27/2008,1:40 PM,34.3908888,-94.4725833,19,14,150,.,.,.,.,.,.,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,7/28/2008,6:45 AM,34.3908888,-94.4725833,25,12,145,6.5,1,0.08,0.1,0.007,10,.,Blue Thumb,Little R.,11140108
Buffalo Creek: Ballard,OK410210-06-0020W,McCurtain,9/30/2008,5:15 AM,34.3908888,-94.4725833,21,11,98,7,0.5,0.08,0.1,0.007,5,.,Blue Thumb,Little R.,11140108
